game,hype,team1,team2,shortDate,gameInfo,possessions,eFG,perDrama,conference
3138,1,Savannah St.,Bethune Cookman,"Saturday, January 18, 2014",Savannah St. 70  Bethune Cookman 60,64,0.454081633,0.0364,MEAC
2401,1,NJIT,St. Francis PA,"Saturday, January 4, 2014",NJIT 64  St. Francis PA 56,63,0.422727273,0.0364,Non-Conference
5472,1,Oral Roberts,Bowling Green,"Wednesday, November 27, 2013",Oral Roberts 63  Bowling Green 56,61,0.466981132,0.0364,Non-Conference
5562,1,Murray St.,Austin Peay,"Friday, January 31, 2014",Murray St. 96  Austin Peay 88,75,0.569852941,0.0364,Ohio Valley
3615,1,Long Beach St.,Hawaii,"Thursday, January 30, 2014",Long Beach St. 92  Hawaii 83,71,0.592436975,0.0364,Big West
1863,1,UC Santa Barbara,Troy,"Thursday, December 19, 2013",UC Santa Barbara 57  Troy 54,53,0.479166667,0.0364,Non-Conference
3529,1,Norfolk St.,Savannah St.,"Monday, January 27, 2014",Norfolk St. 56  Savannah St. 49,61,0.405263158,0.0364,MEAC
5166,1,North Carolina A&T,South Carolina St.,"Monday, March 3, 2014",North Carolina A&T 62  South Carolina St. 60,65,0.455555556,0.0363,MEAC
3325,1,Texas A&M Corpus Chris,Southeastern Louisiana,"Thursday, January 23, 2014",Texas A&M Corpus Chris 74  Southeastern Louisiana 71,57,0.564356436,0.0363,Southland
2631,1,Oregon St.,Stanford,"Thursday, January 9, 2014",Oregon St. 81  Stanford 72,72,0.486486486,0.0363,Pac Ten
5408,1,Canisius,Georgia St.,"Monday, November 25, 2013",Canisius 79  Georgia St. 71,66,0.52892562,0.0363,Non-Conference
1690,1,Louisiana Lafayette,Houston,"Saturday, December 14, 2013",Louisiana Lafayette 79  Houston 76,73,0.541666667,0.0363,Non-Conference
431,1,Belmont,Indiana St.,"Thursday, November 14, 2013",Belmont 96  Indiana St. 95,79,0.605263158,0.0363,Non-Conference
818,1,Portland St.,Loyola Chicago,"Friday, November 22, 2013",Portland St. 67  Loyola Chicago 63,62,0.5,0.0363,Non-Conference
219,1,Coppin St.,Oregon St.,"Sunday, November 10, 2013",Coppin St. 78  Oregon St. 73,71,0.482905983,0.0363,Non-Conference
6096,1,IPFW,Akron,"Wednesday, March 19, 2014",IPFW 97  Akron 91,67,0.698198198,0.0363,Non-Conference
4548,1,Army,Colgate,"Wednesday, February 19, 2014",Army 74  Colgate 66,63,0.619565217,0.0363,Patriot League
815,1,Arkansas Little Rock,Southern,"Friday, November 22, 2013",Arkansas Little Rock 85  Southern 82,85,0.464566929,0.0362,Non-Conference
4448,1,Virginia Tech,Miami FL,"Saturday, February 15, 2014",Virginia Tech 52  Miami FL 45,55,0.370192308,0.0362,ACC
4641,1,Montana,Weber St.,"Thursday, February 20, 2014",Montana 68  Weber St. 57,50,0.595505618,0.0362,Big Sky
4160,1,Manhattan,Niagara,"Sunday, February 9, 2014",Manhattan 78  Niagara 77,82,0.509345794,0.0362,MAAC
5575,1,Tennessee Martin,Southeast Missouri St.,"Wednesday, February 12, 2014",Tennessee Martin 79  Southeast Missouri St. 70,74,0.47983871,0.0362,Ohio Valley
4389,1,Holy Cross,Lehigh,"Saturday, February 15, 2014",Holy Cross 72  Lehigh 67,63,0.50862069,0.0362,Patriot League
2142,1,UTEP,Western Illinois,"Saturday, December 28, 2013",UTEP 67  Western Illinois 64,69,0.4375,0.0362,Non-Conference
701,1,Princeton,Lafayette,"Wednesday, November 20, 2013",Princeton 81  Lafayette 80,67,0.590909091,0.0362,Non-Conference
4914,1,UC Irvine,UC Santa Barbara,"Thursday, February 27, 2014",UC Irvine 71  UC Santa Barbara 60,56,0.51010101,0.0361,Big West
5882,1,Missouri,Texas A&M,"Thursday, March 13, 2014",Missouri 91  Texas A&M 83,78,0.49137931,0.0361,SEC
4780,1,North Texas,Florida Atlantic,"Saturday, February 22, 2014",North Texas 78  Florida Atlantic 76,62,0.606796117,0.0361,Conference USA
2456,1,UCF,Temple,"Saturday, January 4, 2014",UCF 78  Temple 76,70,0.508064516,0.0361,American
3806,1,Eastern Kentucky,Southeast Missouri St.,"Saturday, February 1, 2014",Eastern Kentucky 79  Southeast Missouri St. 78,70,0.56122449,0.0361,Ohio Valley
5991,1,Tulsa,Middle Tennessee,"Friday, March 14, 2014",Tulsa 76  Middle Tennessee 69,70,0.485294118,0.036,Conference USA
4849,1,Saint Peter's,Fairfield,"Tuesday, February 25, 2014",Saint Peter's 63  Fairfield 62,59,0.516129032,0.036,MAAC
2822,1,Northern Iowa,Drake,"Saturday, January 11, 2014",Northern Iowa 76  Drake 66,66,0.536036036,0.036,Missouri Valley
4490,1,Wright St.,Oakland,"Sunday, February 16, 2014",Wright St. 72  Oakland 71,70,0.509708738,0.036,Horizon League
4454,1,Coastal Carolina,Gardner Webb,"Saturday, February 15, 2014",Coastal Carolina 75  Gardner Webb 60,71,0.480582524,0.036,Big South
797,1,Providence,Vanderbilt,"Friday, November 22, 2013",Providence 67  Vanderbilt 60,69,0.474137931,0.036,Non-Conference
1861,1,St. Francis NY,Lafayette,"Thursday, December 19, 2013",St. Francis NY 65  Lafayette 62,64,0.464285714,0.0359,Non-Conference
3868,1,Stony Brook,Binghamton,"Tuesday, February 4, 2014",Stony Brook 58  Binghamton 53,63,0.387640449,0.0359,America East
3842,1,Bowling Green,Buffalo,"Sunday, February 2, 2014",Bowling Green 74  Buffalo 68,66,0.450892857,0.0359,MAC
6099,1,Texas A&M Corpus Chris,Northern Colorado,"Wednesday, March 19, 2014",Texas A&M Corpus Chris 82  Northern Colorado 71,59,0.598039216,0.0359,Non-Conference
4947,1,Green Bay,Oakland,"Thursday, February 27, 2014",Green Bay 71  Oakland 63,68,0.578431373,0.0359,Horizon League
3304,1,Central Connecticut,Wagner,"Thursday, January 23, 2014",Central Connecticut 87  Wagner 83,78,0.518115942,0.0359,Northeast
3378,1,Northeastern,Hofstra,"Saturday, January 25, 2014",Northeastern 70  Hofstra 57,57,0.532407407,0.0359,CAA
5148,1,Saint Peter's,Niagara,"Sunday, March 2, 2014",Saint Peter's 71  Niagara 67,61,0.545454545,0.0358,MAAC
2582,1,UNC Asheville,Gardner Webb,"Wednesday, January 8, 2014",UNC Asheville 81  Gardner Webb 77,72,0.522727273,0.0358,Big South
4474,1,Florida St.,Wake Forest,"Saturday, February 15, 2014",Florida St. 67  Wake Forest 60,64,0.466346154,0.0358,ACC
871,1,Mount St. Mary's,American,"Saturday, November 23, 2013",Mount St. Mary's 68  American 64,59,0.52,0.0358,Non-Conference
984,1,Fordham,Manhattan,"Tuesday, November 26, 2013",Fordham 79  Manhattan 75,71,0.430232558,0.0358,Non-Conference
3788,1,South Dakota St.,South Dakota,"Saturday, February 1, 2014",South Dakota St. 70  South Dakota 68,66,0.5,0.0358,Summit League
1023,1,Boston College,Sacred Heart,"Tuesday, November 26, 2013",Boston College 75  Sacred Heart 67,70,0.490291262,0.0358,Non-Conference
5846,1,Eastern Kentucky,Belmont,"Saturday, March 8, 2014",Eastern Kentucky 79  Belmont 73,64,0.584210526,0.0358,Ohio Valley
2625,1,San Diego,Loyola Marymount,"Thursday, January 9, 2014",San Diego 74  Loyola Marymount 67,65,0.504716981,0.0358,WCC
1377,1,Providence,Rhode Island,"Thursday, December 5, 2013",Providence 50  Rhode Island 49,54,0.411764706,0.0357,Non-Conference
2926,1,Texas A&M,South Carolina,"Wednesday, January 15, 2014",Texas A&M 75  South Carolina 67,64,0.573033708,0.0357,SEC
5032,1,Yale,Penn,"Saturday, March 1, 2014",Yale 70  Penn 63,64,0.459090909,0.0357,Ivy League
467,1,Texas,Stephen F. Austin,"Friday, November 15, 2013",Texas 72  Stephen F. Austin 62,67,0.50462963,0.0357,Non-Conference
3358,1,Loyola MD,Colgate,"Saturday, January 25, 2014",Loyola MD 67  Colgate 60,65,0.47706422,0.0357,Patriot League
4344,1,Central Connecticut,Sacred Heart,"Saturday, February 15, 2014",Central Connecticut 74  Sacred Heart 69,68,0.5,0.0357,Northeast
2198,1,St. Francis NY,Delaware St.,"Monday, December 30, 2013",St. Francis NY 60  Delaware St. 57,65,0.445,0.0357,Non-Conference
4396,1,UNLV,Utah St.,"Saturday, February 15, 2014",UNLV 73  Utah St. 62,59,0.483471074,0.0357,Mountain West
5566,1,Samford,Furman,"Monday, February 3, 2014",Samford 76  Furman 68,68,0.509433962,0.0356,Southern
2766,1,New Mexico,San Jose St.,"Saturday, January 11, 2014",New Mexico 69  San Jose St. 65,71,0.466942149,0.0356,Mountain West
1171,1,Manhattan,Hofstra,"Saturday, November 30, 2013",Manhattan 66  Hofstra 59,59,0.460784314,0.0356,Non-Conference
4815,1,Western Michigan,Eastern Michigan,"Sunday, February 23, 2014",Western Michigan 75  Eastern Michigan 67,69,0.46728972,0.0356,MAC
1203,1,Elon,Columbia,"Sunday, December 1, 2013",Elon 68  Columbia 65,72,0.5,0.0356,Non-Conference
520,1,Tennessee Tech,Texas A&M Corpus Chris,"Saturday, November 16, 2013",Tennessee Tech 62  Texas A&M Corpus Chris 60,59,0.467391304,0.0356,Non-Conference
2946,1,Utah Valley,Idaho,"Thursday, January 16, 2014",Utah Valley 71  Idaho 66,64,0.462962963,0.0356,WAC
2638,1,UNC Greensboro,Appalachian St.,"Thursday, January 9, 2014",UNC Greensboro 66  Appalachian St. 60,74,0.443925234,0.0355,Southern
1513,1,Pacific,Utah St.,"Saturday, December 7, 2013",Pacific 78  Utah St. 68,66,0.509090909,0.0355,Non-Conference
4374,1,James Madison,UNC Wilmington,"Saturday, February 15, 2014",James Madison 64  UNC Wilmington 62,62,0.461538462,0.0355,CAA
691,1,Arizona St.,UNLV,"Tuesday, November 19, 2013",Arizona St. 86  UNLV 80,81,0.454545455,0.0355,Non-Conference
1435,1,Wake Forest,Richmond,"Saturday, December 7, 2013",Wake Forest 76  Richmond 66,74,0.449152542,0.0355,Non-Conference
3412,1,Wake Forest,Notre Dame,"Saturday, January 25, 2014",Wake Forest 65  Notre Dame 58,62,0.467592593,0.0355,ACC
4774,1,Southern Miss,UTEP,"Saturday, February 22, 2014",Southern Miss 77  UTEP 68,60,0.566326531,0.0355,Conference USA
195,1,Youngstown St.,Eastern Kentucky,"Sunday, November 10, 2013",Youngstown St. 75  Eastern Kentucky 67,69,0.458333333,0.0355,Non-Conference
3223,1,Georgia Tech,Boston College,"Tuesday, January 21, 2014",Georgia Tech 68  Boston College 60,58,0.54,0.0355,ACC
2494,1,William & Mary,Western Illinois,"Saturday, January 4, 2014",William & Mary 78  Western Illinois 67,64,0.603092784,0.0355,Non-Conference
1441,1,IUPUI,North Carolina Central,"Saturday, December 7, 2013",IUPUI 71  North Carolina Central 65,68,0.441441441,0.0355,Non-Conference
3739,1,Stony Brook,Hartford,"Saturday, February 1, 2014",Stony Brook 56  Hartford 52,58,0.516483516,0.0355,America East
1111,1,Cal St. Bakersfield,Northern Arizona,"Friday, November 29, 2013",Cal St. Bakersfield 61  Northern Arizona 50,66,0.378787879,0.0355,Non-Conference
4694,1,San Diego,Gonzaga,"Saturday, February 22, 2014",San Diego 69  Gonzaga 66,64,0.524752475,0.0354,WCC
1692,1,UT Arlington,Houston Baptist,"Saturday, December 14, 2013",UT Arlington 80  Houston Baptist 70,70,0.490909091,0.0354,Non-Conference
2858,1,Purdue,Nebraska,"Sunday, January 12, 2014",Purdue 70  Nebraska 64,69,0.477272727,0.0354,Big Ten
5420,1,UAB,Nebraska,"Friday, November 22, 2013",UAB 87  Nebraska 74,68,0.525210084,0.0354,Non-Conference
5248,1,UMKC,Seattle,"Thursday, March 6, 2014",UMKC 82  Seattle 73,75,0.473913043,0.0354,WAC
2443,1,Air Force,UNLV,"Saturday, January 4, 2014",Air Force 75  UNLV 68,64,0.552380952,0.0354,Mountain West
2805,1,Chattanooga,Wofford,"Saturday, January 11, 2014",Chattanooga 70  Wofford 69,66,0.47008547,0.0354,Southern
1816,1,Presbyterian,Appalachian St.,"Wednesday, December 18, 2013",Presbyterian 74  Appalachian St. 69,67,0.490990991,0.0354,Non-Conference
3291,1,East Tennessee St.,North Florida,"Thursday, January 23, 2014",East Tennessee St. 99  North Florida 93,75,0.545081967,0.0354,Atlantic Sun
3691,1,Mississippi,South Carolina,"Saturday, February 1, 2014",Mississippi 75  South Carolina 71,68,0.513888889,0.0354,SEC
2851,1,Wright St.,Illinois Chicago,"Sunday, January 12, 2014",Wright St. 58  Illinois Chicago 53,61,0.412087912,0.0354,Horizon League
5077,1,Boston College,Wake Forest,"Saturday, March 1, 2014",Boston College 80  Wake Forest 72,67,0.505376344,0.0354,ACC
3016,1,San Diego,Santa Clara,"Thursday, January 16, 2014",San Diego 69  Santa Clara 66,61,0.557291667,0.0353,WCC
5974,1,Mississippi,Mississippi St.,"Thursday, March 13, 2014",Mississippi 78  Mississippi St. 66,69,0.509174312,0.0353,SEC
4291,1,Morehead St.,Jacksonville St.,"Thursday, February 13, 2014",Morehead St. 69  Jacksonville St. 67,67,0.47,0.0353,Ohio Valley
5111,1,Alabama A&M,Prairie View A&M,"Saturday, March 1, 2014",Alabama A&M 72  Prairie View A&M 65,71,0.475728155,0.0353,SWAC
4711,1,Harvard,Princeton,"Saturday, February 22, 2014",Harvard 59  Princeton 47,63,0.451456311,0.0353,Ivy League
3364,1,UMKC,Cal St. Bakersfield,"Saturday, January 25, 2014",UMKC 70  Cal St. Bakersfield 69,71,0.453781513,0.0353,WAC
2577,1,Columbia,Stony Brook,"Wednesday, January 8, 2014",Columbia 68  Stony Brook 63,62,0.524509804,0.0353,Non-Conference
238,1,Miami FL,Georgia Southern,"Monday, November 11, 2013",Miami FL 81  Georgia Southern 80,67,0.495867769,0.0353,Non-Conference
1745,1,Alabama St.,Western Illinois,"Monday, December 16, 2013",Alabama St. 59  Western Illinois 52,63,0.4375,0.0353,Non-Conference
1135,1,Davidson,Stetson,"Saturday, November 30, 2013",Davidson 86  Stetson 80,70,0.610091743,0.0353,Non-Conference
1585,1,Princeton,Rutgers,"Wednesday, December 11, 2013",Princeton 78  Rutgers 73,63,0.600917431,0.0353,Non-Conference
4331,1,Tennessee Tech,Eastern Kentucky,"Thursday, February 13, 2014",Tennessee Tech 72  Eastern Kentucky 66,68,0.538043478,0.0353,Ohio Valley
1108,1,Stephen F. Austin,UNC Wilmington,"Friday, November 29, 2013",Stephen F. Austin 60  UNC Wilmington 55,65,0.442708333,0.0352,Non-Conference
2641,1,DePaul,Butler,"Thursday, January 9, 2014",DePaul 99  Butler 94,83,0.579365079,0.0352,Big East
97,1,Loyola Chicago,Milwaukee,"Friday, November 8, 2013",Loyola Chicago 76  Milwaukee 72,69,0.560606061,0.0352,Non-Conference
1474,1,FIU,Florida Gulf Coast,"Saturday, December 7, 2013",FIU 72  Florida Gulf Coast 61,67,0.477477477,0.0352,Non-Conference
790,1,Toledo,Stony Brook,"Friday, November 22, 2013",Toledo 103  Stony Brook 99,76,0.63559322,0.0352,Non-Conference
4957,1,North Texas,UTSA,"Thursday, February 27, 2014",North Texas 71  UTSA 62,65,0.5,0.0351,Conference USA
1530,1,Seton Hall,Rutgers,"Sunday, December 8, 2013",Seton Hall 77  Rutgers 71,70,0.495454545,0.0351,Non-Conference
4079,1,Southeast Missouri St.,Eastern Illinois,"Saturday, February 8, 2014",Southeast Missouri St. 74  Eastern Illinois 68,66,0.481481481,0.0351,Ohio Valley
1016,1,Utah St.,Weber St.,"Tuesday, November 26, 2013",Utah St. 77  Weber St. 71,65,0.531531532,0.0351,Non-Conference
4789,1,Alabama,Missouri,"Saturday, February 22, 2014",Alabama 80  Missouri 73,64,0.605263158,0.0351,SEC
3297,1,New Hampshire,Albany,"Thursday, January 23, 2014",New Hampshire 60  Albany 56,67,0.381578947,0.0351,America East
5503,1,Liberty,Sam Houston St.,"Saturday, November 30, 2013",Liberty 62  Sam Houston St. 58,61,0.405660377,0.0351,Non-Conference
4037,1,Gardner Webb,High Point,"Saturday, February 8, 2014",Gardner Webb 80  High Point 76,67,0.512820513,0.035,Big South
640,1,East Carolina,Norfolk St.,"Monday, November 18, 2013",East Carolina 76  Norfolk St. 74,75,0.50877193,0.035,Non-Conference
3668,1,Charlotte,Florida Atlantic,"Thursday, January 30, 2014",Charlotte 62  Florida Atlantic 53,66,0.405172414,0.035,Conference USA
6116,1,Georgia,Vermont,"Wednesday, March 19, 2014",Georgia 63  Vermont 56,60,0.542682927,0.035,Non-Conference
3570,1,Duquesne,NJIT,"Wednesday, January 29, 2014",Duquesne 71  NJIT 64,64,0.509803922,0.035,Non-Conference
1701,1,USC,Cal St. Bakersfield,"Sunday, December 15, 2013",USC 63  Cal St. Bakersfield 59,62,0.432989691,0.035,Non-Conference
733,1,Charlotte,Kansas St.,"Thursday, November 21, 2013",Charlotte 68  Kansas St. 61,69,0.42173913,0.035,Non-Conference
5914,1,Portland St.,Montana,"Thursday, March 13, 2014",Portland St. 70  Montana 63,62,0.47979798,0.0349,Big Sky
3853,1,Coppin St.,Delaware St.,"Monday, February 3, 2014",Coppin St. 54  Delaware St. 53,53,0.454545455,0.0349,MEAC
4343,1,SIU Edwardsville,Austin Peay,"Saturday, February 15, 2014",SIU Edwardsville 83  Austin Peay 68,72,0.55,0.0349,Ohio Valley
2003,1,Elon,Florida Atlantic,"Sunday, December 22, 2013",Elon 67  Florida Atlantic 62,65,0.426086957,0.0349,Non-Conference
1481,1,Iowa St.,Northern Iowa,"Saturday, December 7, 2013",Iowa St. 91  Northern Iowa 82,85,0.538167939,0.0349,Non-Conference
3995,1,East Tennessee St.,Northern Kentucky,"Thursday, February 6, 2014",East Tennessee St. 64  Northern Kentucky 50,58,0.429245283,0.0349,Atlantic Sun
3057,1,Wagner,St. Francis PA,"Saturday, January 18, 2014",Wagner 56  St. Francis PA 50,62,0.376106195,0.0349,Northeast
5011,1,Seattle,Idaho,"Saturday, March 1, 2014",Seattle 76  Idaho 68,65,0.539215686,0.0349,WAC
2792,1,South Dakota,Denver,"Saturday, January 11, 2014",South Dakota 59  Denver 54,56,0.523809524,0.0349,Summit League
3423,1,Loyola Chicago,Northern Iowa,"Saturday, January 25, 2014",Loyola Chicago 93  Northern Iowa 87,69,0.568965517,0.0348,Missouri Valley
5061,1,Saint Joseph's,St. Bonaventure,"Saturday, March 1, 2014",Saint Joseph's 83  St. Bonaventure 74,72,0.531531532,0.0348,A10
1611,1,Austin Peay,Liberty,"Saturday, December 14, 2013",Austin Peay 77  Liberty 71,68,0.531818182,0.0348,Non-Conference
5874,1,Rutgers,South Florida,"Wednesday, March 12, 2014",Rutgers 72  South Florida 68,72,0.475247525,0.0348,American
2916,1,UMass Lowell,Albany,"Wednesday, January 15, 2014",UMass Lowell 70  Albany 66,70,0.448717949,0.0348,America East
2499,1,Arkansas Pine Bluff,Mississippi Valley St.,"Saturday, January 4, 2014",Arkansas Pine Bluff 78  Mississippi Valley St. 73,75,0.545454545,0.0348,SWAC
2732,1,Texas,Texas Tech,"Saturday, January 11, 2014",Texas 67  Texas Tech 64,62,0.5,0.0348,Big Twelve
2548,1,Hartford,Dartmouth,"Tuesday, January 7, 2014",Hartford 68  Dartmouth 56,60,0.505952381,0.0348,Non-Conference
3052,1,Tulsa,Marshall,"Saturday, January 18, 2014",Tulsa 69  Marshall 52,67,0.418103448,0.0348,Conference USA
3478,1,Alabama,LSU,"Saturday, January 25, 2014",Alabama 82  LSU 80,71,0.557017544,0.0348,SEC
3481,1,Morehead St.,Tennessee St.,"Saturday, January 25, 2014",Morehead St. 80  Tennessee St. 74,65,0.51980198,0.0347,Ohio Valley
5815,1,Florida Gulf Coast,East Tennessee St.,"Thursday, March 6, 2014",Florida Gulf Coast 69  East Tennessee St. 64,75,0.403361345,0.0347,Atlantic Sun
3193,1,Nebraska,Ohio St.,"Monday, January 20, 2014",Nebraska 68  Ohio St. 62,69,0.484848485,0.0347,Big Ten
2949,1,Cal St. Bakersfield,Seattle,"Thursday, January 16, 2014",Cal St. Bakersfield 61  Seattle 57,60,0.452631579,0.0347,WAC
990,1,North Florida,Savannah St.,"Tuesday, November 26, 2013",North Florida 65  Savannah St. 61,62,0.505,0.0347,Non-Conference
3323,1,New Orleans,Houston Baptist,"Thursday, January 23, 2014",New Orleans 79  Houston Baptist 66,62,0.547169811,0.0347,Southland
3720,1,Seton Hall,Xavier,"Saturday, February 1, 2014",Seton Hall 68  Xavier 60,61,0.5,0.0347,Big East
2430,1,Morehead St.,Eastern Illinois,"Saturday, January 4, 2014",Morehead St. 85  Eastern Illinois 77,81,0.447580645,0.0347,Ohio Valley
5824,1,American,Holy Cross,"Saturday, March 8, 2014",American 57  Holy Cross 46,53,0.478947368,0.0347,Patriot League
4968,1,UMKC,Grand Canyon,"Thursday, February 27, 2014",UMKC 85  Grand Canyon 80,63,0.629807692,0.0347,WAC
3569,1,Maine,New Hampshire,"Wednesday, January 29, 2014",Maine 68  New Hampshire 60,72,0.443089431,0.0347,America East
5897,1,Alabama St.,Alcorn St.,"Thursday, March 13, 2014",Alabama St. 64  Alcorn St. 51,64,0.387387387,0.0347,SWAC
3587,1,Maryland,Miami FL,"Wednesday, January 29, 2014",Maryland 74  Miami FL 71,63,0.632978723,0.0347,ACC
2418,1,Saint Joseph's,Denver,"Saturday, January 4, 2014",Saint Joseph's 53  Denver 52,57,0.467032967,0.0346,Non-Conference
3952,1,Middle Tennessee,Florida Atlantic,"Thursday, February 6, 2014",Middle Tennessee 67  Florida Atlantic 63,62,0.519047619,0.0346,Conference USA
3428,1,Robert Morris,Wagner,"Saturday, January 25, 2014",Robert Morris 74  Wagner 70,68,0.5,0.0346,Northeast
5183,1,Georgia Tech,Syracuse,"Tuesday, March 4, 2014",Georgia Tech 67  Syracuse 62,63,0.465217391,0.0346,ACC
1351,1,IUPUI,Bradley,"Wednesday, December 4, 2013",IUPUI 72  Bradley 66,70,0.418803419,0.0346,Non-Conference
2663,1,North Dakota,Idaho St.,"Thursday, January 9, 2014",North Dakota 66  Idaho St. 62,69,0.481308411,0.0346,Big Sky
2917,1,Clemson,Virginia Tech,"Wednesday, January 15, 2014",Clemson 56  Virginia Tech 49,55,0.468421053,0.0346,ACC
3352,1,Niagara,Marist,"Friday, January 24, 2014",Niagara 80  Marist 74,69,0.582524272,0.0346,MAAC
2023,1,Northwestern,Brown,"Sunday, December 22, 2013",Northwestern 58  Brown 52,68,0.37295082,0.0346,Non-Conference
1315,1,Holy Cross,Albany,"Wednesday, December 4, 2013",Holy Cross 62  Albany 57,63,0.457142857,0.0346,Non-Conference
5056,1,Army,Lafayette,"Saturday, March 1, 2014",Army 87  Lafayette 84,72,0.625,0.0346,Patriot League
3750,1,Pepperdine,Loyola Marymount,"Saturday, February 1, 2014",Pepperdine 80  Loyola Marymount 69,69,0.504201681,0.0345,WCC
3465,1,Lehigh,Lafayette,"Saturday, January 25, 2014",Lehigh 71  Lafayette 68,64,0.54368932,0.0345,Patriot League
1749,1,Northern Colorado,UC Riverside,"Monday, December 16, 2013",Northern Colorado 63  UC Riverside 60,62,0.504807692,0.0345,Non-Conference
1384,1,UC Santa Barbara,California,"Friday, December 6, 2013",UC Santa Barbara 72  California 65,59,0.48245614,0.0345,Non-Conference
2953,1,Cleveland St.,Oakland,"Thursday, January 16, 2014",Cleveland St. 86  Oakland 76,60,0.571428571,0.0345,Horizon League
1593,1,Canisius,Buffalo,"Wednesday, December 11, 2013",Canisius 69  Buffalo 55,61,0.486486486,0.0345,Non-Conference
5894,1,Milwaukee,Wright St.,"Tuesday, March 11, 2014",Milwaukee 69  Wright St. 63,62,0.490384615,0.0345,Horizon League
4962,1,McNeese St.,Incarnate Word,"Thursday, February 27, 2014",McNeese St. 87  Incarnate Word 72,72,0.50390625,0.0345,Southland
492,1,George Mason,Northern Iowa,"Saturday, November 16, 2013",George Mason 76  Northern Iowa 70,70,0.475961538,0.0345,Non-Conference
3941,1,UC Riverside,Cal St. Fullerton,"Thursday, February 6, 2014",UC Riverside 72  Cal St. Fullerton 69,64,0.537037037,0.0344,Big West
4104,1,Incarnate Word,Houston Baptist,"Saturday, February 8, 2014",Incarnate Word 89  Houston Baptist 82,84,0.47810219,0.0344,Southland
5778,1,St. Francis PA,Bryant,"Wednesday, March 5, 2014",St. Francis PA 55  Bryant 54,55,0.489690722,0.0344,Northeast
5844,1,Georgia Southern,Chattanooga,"Saturday, March 8, 2014",Georgia Southern 62  Chattanooga 55,61,0.463541667,0.0344,Southern
3679,1,Yale,Columbia,"Friday, January 31, 2014",Yale 69  Columbia 59,64,0.435064935,0.0344,Ivy League
813,1,Southern Miss,South Alabama,"Friday, November 22, 2013",Southern Miss 66  South Alabama 59,58,0.488888889,0.0344,Non-Conference
4006,1,Saint Peter's,Siena,"Friday, February 7, 2014",Saint Peter's 66  Siena 53,62,0.441489362,0.0344,MAAC
955,1,Jacksonville St.,Alabama A&M,"Monday, November 25, 2013",Jacksonville St. 76  Alabama A&M 69,65,0.513513514,0.0344,Non-Conference
830,1,Cal St. Bakersfield,Idaho St.,"Saturday, November 23, 2013",Cal St. Bakersfield 71  Idaho St. 69,72,0.509345794,0.0343,Non-Conference
4285,1,Central Connecticut,St. Francis NY,"Tuesday, February 18, 2014",Central Connecticut 73  St. Francis NY 71,72,0.504201681,0.0343,Northeast
530,1,Utah St.,UC Santa Barbara,"Saturday, November 16, 2013",Utah St. 71  UC Santa Barbara 64,64,0.529411765,0.0343,Non-Conference
3068,1,Appalachian St.,Georgia Southern,"Saturday, January 18, 2014",Appalachian St. 81  Georgia Southern 68,71,0.533653846,0.0343,Southern
4073,1,Utah St.,Boise St.,"Saturday, February 8, 2014",Utah St. 76  Boise St. 70,64,0.570093458,0.0343,Mountain West
4531,1,Detroit,Illinois Chicago,"Tuesday, February 18, 2014",Detroit 65  Illinois Chicago 59,66,0.427083333,0.0343,Horizon League
1124,1,Eastern Washington,Seattle,"Friday, November 29, 2013",Eastern Washington 82  Seattle 75,70,0.545081967,0.0343,Non-Conference
2837,1,Tulsa,Southern Miss,"Sunday, January 12, 2014",Tulsa 75  Southern Miss 71,65,0.490654206,0.0343,Conference USA
4301,1,Montana St.,North Dakota,"Thursday, February 13, 2014",Montana St. 78  North Dakota 70,64,0.553921569,0.0343,Big Sky
403,1,San Francisco,Cleveland St.,"Wednesday, November 13, 2013",San Francisco 91  Cleveland St. 82,73,0.608695652,0.0343,Non-Conference
1510,1,Stephen F. Austin,Towson,"Friday, December 6, 2013",Stephen F. Austin 79  Towson 69,67,0.531578947,0.0343,Non-Conference
831,1,North Texas,Portland,"Saturday, November 23, 2013",North Texas 77  Portland 72,85,0.443262411,0.0343,Non-Conference
4122,1,Florida Atlantic,UAB,"Saturday, February 8, 2014",Florida Atlantic 82  UAB 71,70,0.468253968,0.0343,Conference USA
4179,1,Quinnipiac,Marist,"Monday, February 10, 2014",Quinnipiac 83  Marist 78,75,0.515267176,0.0343,MAAC
2954,1,Georgia St.,Arkansas St.,"Thursday, January 16, 2014",Georgia St. 73  Arkansas St. 72,65,0.52892562,0.0343,Sun Belt
1971,1,South Dakota St.,North Dakota,"Saturday, December 21, 2013",South Dakota St. 77  North Dakota 70,65,0.557692308,0.0343,Non-Conference
2454,1,West Virginia,TCU,"Saturday, January 4, 2014",West Virginia 74  TCU 69,66,0.508928571,0.0342,Big Twelve
4157,1,Akron,Bowling Green,"Sunday, February 9, 2014",Akron 65  Bowling Green 63,65,0.514563107,0.0342,MAC
634,1,Lipscomb,Tennessee St.,"Monday, November 18, 2013",Lipscomb 75  Tennessee St. 70,80,0.419047619,0.0342,Non-Conference
3015,1,Saint Peter's,Rider,"Thursday, January 16, 2014",Saint Peter's 77  Rider 69,62,0.480392157,0.0342,MAAC
2973,1,Vanderbilt,Missouri,"Thursday, January 16, 2014",Vanderbilt 78  Missouri 75,69,0.463414634,0.0342,SEC
